City,total_confirmed_cases,Population,Census_year,cases_per_million,date,lat,lon,temp_mean,humidity_mean,temp_min,temp_max,1_7_day_avg_temp,8_14_day_avg_temp,1_7_day_avg_humidity,8_14_day_avg_humidity,percent_change_in_temp,percent_change_in_humidity
Sao Paulo,209559.0,12252023.0,2017.0,17104.0,2020-08-05,-23.550520000000002,-46.633309000000004,16.27,70.67,10.0,24.0,16.11,19.81,74.7,60.86,18.68,-22.74
New York,226914.0,8398748.0,2018.0,27018.0,2020-08-05,40.712775,-74.005973,26.46,66.67,21.0,32.78,27.06,27.88,69.05,70.6,2.94,2.2
Sao Paulo,211469.0,12252023.0,2017.0,17260.0,2020-08-06,-23.550520000000002,-46.633309000000004,16.42,70.0,10.81,24.44,16.08,19.33,73.82,63.15,16.81,-16.9
New York,227258.0,8398748.0,2018.0,27059.0,2020-08-06,40.712775,-74.005973,24.69,60.29,20.0,29.44,26.76,27.93,69.83,68.81,4.19,-1.48
Sao Paulo,213507.0,12252023.0,2017.0,17426.0,2020-08-07,-23.550520000000002,-46.633309000000004,17.05,64.08,9.0,25.56,16.37,18.56,71.91,66.85,11.8,-7.57
New York,227584.0,8398748.0,2018.0,27097.0,2020-08-07,40.712775,-74.005973,23.52,68.88,19.44,27.78,26.17,28.37,70.23,65.13,7.75,-7.83
Sao Paulo,214094.0,12252023.0,2017.0,17474.0,2020-08-08,-23.550520000000002,-46.633309000000004,17.39,64.83,9.0,26.0,16.54,18.0,70.06,69.6,8.11,-0.66
New York,227832.0,8398748.0,2018.0,27127.0,2020-08-08,40.712775,-74.005973,23.79,79.4,20.0,30.0,25.97,28.32,68.91,64.49,8.3,-6.85
Sao Paulo,214329.0,12252023.0,2017.0,17493.0,2020-08-09,-23.550520000000002,-46.633309000000004,18.14,64.38,11.0,26.67,16.63,17.42,68.86,72.85,4.54,5.48
New York,228069.0,8398748.0,2018.0,27155.0,2020-08-09,40.712775,-74.005973,25.42,77.17,20.56,32.22,25.62,28.28,70.4,63.65,9.41,-10.6
Sao Paulo,217244.0,12252023.0,2017.0,17731.0,2020-08-10,-23.550520000000002,-46.633309000000004,19.42,58.17,11.6,27.0,16.83,17.36,67.68,72.51,3.05,6.66
New York,228343.0,8398748.0,2018.0,27188.0,2020-08-10,40.712775,-74.005973,28.03,72.75,22.78,35.0,25.35,28.04,70.88,64.88,9.59,-9.25
Sao Paulo,224140.0,12252023.0,2017.0,18294.0,2020-08-11,-23.550520000000002,-46.633309000000004,20.36,50.08,11.0,27.43,17.25,16.92,65.97,72.86,-1.95,9.46
New York,228729.0,8398748.0,2018.0,27234.0,2020-08-11,40.712775,-74.005973,27.83,73.08,23.8,32.22,25.25,27.86,72.3,66.32,9.37,-9.02
Sao Paulo,231203.0,12252023.0,2017.0,18871.0,2020-08-12,-23.550520000000002,-46.633309000000004,19.71,60.96,12.0,28.33,17.86,16.11,63.17,74.7,-10.86,15.44
New York,229167.0,8398748.0,2018.0,27286.0,2020-08-12,40.712775,-74.005973,27.52,76.85,23.89,33.89,25.68,27.06,71.18,69.05,5.1,-3.08
Sao Paulo,233987.0,12252023.0,2017.0,19098.0,2020-08-13,-23.550520000000002,-46.633309000000004,20.61,62.08,13.0,30.0,18.36,16.08,61.79,73.82,-14.18,16.3
New York,229534.0,8398748.0,2018.0,27330.0,2020-08-13,40.712775,-74.005973,25.47,81.73,22.0,29.0,25.83,26.76,72.63,69.83,3.48,-4.01
Sao Paulo,235519.0,12252023.0,2017.0,19223.0,2020-08-14,-23.550520000000002,-46.633309000000004,22.28,59.5,15.77,29.04,18.95,16.37,60.65,71.91,-15.76,15.66
New York,229916.0,8398748.0,2018.0,27375.0,2020-08-14,40.712775,-74.005973,26.02,68.42,21.67,32.0,25.94,26.17,75.69,70.23,0.88,-7.77
Sao Paulo,235866.0,12252023.0,2017.0,19251.0,2020-08-15,-23.550520000000002,-46.633309000000004,20.9,67.46,16.21,27.1,19.7,16.54,60.0,70.06,-19.11,14.36
New York,230223.0,8398748.0,2018.0,27412.0,2020-08-15,40.712775,-74.005973,25.1,56.71,21.0,30.0,26.3,25.97,75.63,68.91,-1.27,-9.75
Sao Paulo,236163.0,12252023.0,2017.0,19275.0,2020-08-16,-23.550520000000002,-46.633309000000004,18.36,79.38,15.12,22.78,20.2,16.63,60.38,68.86,-21.47,12.31
New York,230458.0,8398748.0,2018.0,27440.0,2020-08-16,40.712775,-74.005973,21.26,78.88,18.89,25.0,26.48,25.62,72.39,70.4,-3.36,-2.83
Sao Paulo,237934.0,12252023.0,2017.0,19420.0,2020-08-17,-23.550520000000002,-46.633309000000004,18.19,76.92,15.6,23.0,20.23,16.83,62.52,67.68,-20.2,7.62
New York,230742.0,8398748.0,2018.0,27473.0,2020-08-17,40.712775,-74.005973,21.91,70.58,16.67,29.44,25.89,25.35,72.63,70.88,-2.13,-2.47
Sao Paulo,240115.0,12252023.0,2017.0,19598.0,2020-08-18,-23.550520000000002,-46.633309000000004,17.32,82.42,15.0,23.0,20.06,17.25,65.2,65.97,-16.29,1.17
New York,231015.0,8398748.0,2018.0,27506.0,2020-08-18,40.712775,-74.005973,23.05,72.69,17.0,30.0,25.02,25.25,72.32,72.3,0.91,-0.03
Sao Paulo,241764.0,12252023.0,2017.0,19733.0,2020-08-19,-23.550520000000002,-46.633309000000004,18.32,83.04,15.0,27.31,19.62,17.86,69.82,63.17,-9.85,-10.53
New York,231288.0,8398748.0,2018.0,27538.0,2020-08-19,40.712775,-74.005973,22.46,72.4,18.89,27.22,24.33,25.68,72.27,71.18,5.26,-1.53
Sao Paulo,242589.0,12252023.0,2017.0,19800.0,2020-08-20,-23.550520000000002,-46.633309000000004,15.54,81.6,12.0,21.11,19.43,18.36,72.97,61.79,-5.83,-18.09
New York,231574.0,8398748.0,2018.0,27572.0,2020-08-20,40.712775,-74.005973,22.38,57.62,16.0,29.0,23.61,25.83,71.63,72.63,8.59,1.38
Sao Paulo,246492.0,12252023.0,2017.0,20118.0,2020-08-21,-23.550520000000002,-46.633309000000004,10.92,86.08,7.78,15.56,18.7,18.95,75.76,60.65,1.32,-24.91
New York,231841.0,8398748.0,2018.0,27604.0,2020-08-21,40.712775,-74.005973,24.09,65.88,17.78,31.11,23.17,25.94,68.19,75.69,10.68,9.91
Sao Paulo,247403.0,12252023.0,2017.0,20193.0,2020-08-22,-23.550520000000002,-46.633309000000004,10.44,85.44,7.78,17.0,17.08,19.7,79.56,60.0,13.3,-32.6
New York,232120.0,8398748.0,2018.0,27637.0,2020-08-22,40.712775,-74.005973,26.52,72.79,22.0,33.33,22.89,26.3,67.82,75.63,12.97,10.33
Sao Paulo,247730.0,12252023.0,2017.0,20220.0,2020-08-23,-23.550520000000002,-46.633309000000004,13.01,73.5,6.0,21.11,15.58,20.2,82.13,60.38,22.87,-36.02
New York,232334.0,8398748.0,2018.0,27663.0,2020-08-23,40.712775,-74.005973,26.12,74.21,21.11,32.0,23.1,26.48,70.12,72.39,12.76,3.14
Sao Paulo,250171.0,12252023.0,2017.0,20419.0,2020-08-24,-23.550520000000002,-46.633309000000004,13.95,71.17,8.0,22.22,14.82,20.23,81.29,62.52,26.74,-30.02
New York,232565.0,8398748.0,2018.0,27690.0,2020-08-24,40.712775,-74.005973,27.37,71.71,22.22,34.0,23.79,25.89,69.45,72.63,8.11,4.38
Sao Paulo,252063.0,12252023.0,2017.0,20573.0,2020-08-25,-23.550520000000002,-46.633309000000004,13.85,70.67,8.0,21.0,14.21,20.06,80.46,65.2,29.16,-23.4
New York,232825.0,8398748.0,2018.0,27721.0,2020-08-25,40.712775,-74.005973,27.79,65.38,22.22,33.33,24.57,25.02,69.61,72.32,1.8,3.75
Sao Paulo,254146.0,12252023.0,2017.0,20743.0,2020-08-26,-23.550520000000002,-46.633309000000004,14.39,66.54,6.0,23.0,13.72,19.62,78.79,69.82,30.07,-12.85
New York,233140.0,8398748.0,2018.0,27759.0,2020-08-26,40.712775,-74.005973,23.51,51.0,18.33,27.78,25.25,24.33,68.57,72.27,-3.78,5.12
Sao Paulo,256511.0,12252023.0,2017.0,20936.0,2020-08-27,-23.550520000000002,-46.633309000000004,17.37,67.67,9.0,27.0,13.16,19.43,76.43,72.97,32.27,-4.74
New York,233410.0,8398748.0,2018.0,27791.0,2020-08-27,40.712775,-74.005973,25.66,60.12,20.56,34.44,25.4,23.61,65.51,71.63,-7.58,8.54
Sao Paulo,257528.0,12252023.0,2017.0,21019.0,2020-08-28,-23.550520000000002,-46.633309000000004,19.85,67.83,13.0,29.44,13.42,18.7,74.44,75.76,28.24,1.74
New York,233688.0,8398748.0,2018.0,27824.0,2020-08-28,40.712775,-74.005973,25.57,72.04,20.0,32.22,25.87,23.17,65.87,68.19,-11.65,3.4
Sao Paulo,257778.0,12252023.0,2017.0,21040.0,2020-08-29,-23.550520000000002,-46.633309000000004,21.59,58.25,13.0,30.0,14.69,17.08,71.83,79.56,13.99,9.72
New York,233969.0,8398748.0,2018.0,27858.0,2020-08-29,40.712775,-74.005973,24.21,85.79,21.67,29.44,26.08,22.89,66.75,67.82,-13.94,1.58
Sao Paulo,257949.0,12252023.0,2017.0,21054.0,2020-08-30,-23.550520000000002,-46.633309000000004,22.72,54.21,13.0,31.11,16.29,15.58,67.95,82.13,-4.56,17.27
New York,234237.0,8398748.0,2018.0,27890.0,2020-08-30,40.712775,-74.005973,23.62,58.29,18.0,28.0,25.75,23.1,68.61,70.12,-11.47,2.15
Sao Paulo,260991.0,12252023.0,2017.0,21302.0,2020-08-31,-23.550520000000002,-46.633309000000004,19.17,74.5,15.74,25.0,17.67,14.82,65.19,81.29,-19.23,19.81
New York,234237.0,8398748.0,2018.0,27890.0,2020-08-31,40.712775,-74.005973,21.32,55.62,15.56,25.56,25.39,23.79,66.33,69.45,-6.73,4.49
Sao Paulo,262570.0,12252023.0,2017.0,21431.0,2020-09-01,-23.550520000000002,-46.633309000000004,19.33,73.92,16.57,24.0,18.42,14.21,65.67,80.46,-29.63,18.38
New York,309259.0,8398748.0,2018.0,36822.0,2020-09-01,40.712775,-74.005973,22.28,75.04,18.89,27.0,24.53,24.57,64.03,69.61,0.16,8.02
Sao Paulo,265066.0,12252023.0,2017.0,21634.0,2020-09-02,-23.550520000000002,-46.633309000000004,19.57,70.25,15.0,26.0,19.2,13.72,66.13,78.79,-39.94,16.07
New York,309259.0,8398748.0,2018.0,36822.0,2020-09-02,40.712775,-74.005973,23.15,84.22,20.0,28.33,23.74,25.25,65.41,68.57,5.98,4.61
Sao Paulo,266232.0,12252023.0,2017.0,21730.0,2020-09-03,-23.550520000000002,-46.633309000000004,21.93,59.33,15.54,30.0,19.94,13.16,66.66,76.43,-51.52,12.78
New York,310176.0,8398748.0,2018.0,36931.0,2020-09-03,40.712775,-74.005973,25.88,68.96,22.22,32.22,23.69,25.4,70.16,65.51,6.73,-7.1
Sao Paulo,266236.0,12252023.0,2017.0,21730.0,2020-09-04,-23.550520000000002,-46.633309000000004,21.94,55.12,14.0,32.0,20.59,13.42,65.47,74.44,-53.43,12.05
New York,310176.0,8398748.0,2018.0,36931.0,2020-09-04,40.712775,-74.005973,24.78,75.85,19.44,31.67,23.72,25.87,71.42,65.87,8.31,-8.43
Sao Paulo,267767.0,12252023.0,2017.0,21855.0,2020-09-05,-23.550520000000002,-46.633309000000004,20.9,64.54,15.71,31.11,20.89,14.69,63.65,71.83,-42.21,11.39
New York,310176.0,8398748.0,2018.0,36931.0,2020-09-05,40.712775,-74.005973,23.1,46.83,17.0,28.0,23.61,26.08,71.97,66.75,9.47,-7.82
Sao Paulo,267926.0,12252023.0,2017.0,21868.0,2020-09-06,-23.550520000000002,-46.633309000000004,22.15,58.12,14.0,31.11,20.79,16.29,64.55,67.95,-27.62,5.0
New York,310176.0,8398748.0,2018.0,36931.0,2020-09-06,40.712775,-74.005973,22.88,60.67,17.0,30.0,23.45,25.75,66.4,68.61,8.93,3.22
Sao Paulo,268347.0,12252023.0,2017.0,21902.0,2020-09-07,-23.550520000000002,-46.633309000000004,21.09,67.29,15.94,30.0,20.71,17.67,65.11,65.19,-17.2,0.12
New York,310176.0,8398748.0,2018.0,36931.0,2020-09-07,40.712775,-74.005973,23.0,66.79,18.0,27.78,23.34,25.39,66.74,66.33,8.07,-0.62
Sao Paulo,270000.0,12252023.0,2017.0,22037.0,2020-09-08,-23.550520000000002,-46.633309000000004,20.19,73.04,15.54,30.0,20.99,18.42,64.08,65.67,-13.95,2.42
New York,236647.0,8398748.0,2018.0,28176.0,2020-09-08,40.712775,-74.005973,23.53,72.04,18.0,30.0,23.58,24.53,68.34,64.03,3.87,-6.73
Sao Paulo,271505.0,12252023.0,2017.0,22160.0,2020-09-09,-23.550520000000002,-46.633309000000004,20.73,74.04,15.66,29.44,21.11,19.2,63.96,66.13,-9.95,3.28
New York,236983.0,8398748.0,2018.0,28216.0,2020-09-09,40.712775,-74.005973,23.21,82.46,19.0,28.89,23.76,23.74,67.91,65.41,-0.08,-3.82
Sao Paulo,272857.0,12252023.0,2017.0,22270.0,2020-09-10,-23.550520000000002,-46.633309000000004,24.02,58.33,16.26,33.89,21.28,19.94,64.5,66.66,-6.72,3.24
New York,237252.0,8398748.0,2018.0,28248.0,2020-09-10,40.712775,-74.005973,24.53,87.37,22.78,29.44,23.77,23.69,67.66,70.16,-0.34,3.56
Sao Paulo,274173.0,12252023.0,2017.0,22378.0,2020-09-11,-23.550520000000002,-46.633309000000004,23.31,59.67,16.48,33.33,21.57,20.59,64.35,65.47,-4.76,1.71
New York,237802.0,8398748.0,2018.0,28314.0,2020-09-11,40.712775,-74.005973,23.29,77.71,20.56,26.11,23.58,23.72,70.29,71.42,0.59,1.58
Sao Paulo,274467.0,12252023.0,2017.0,22402.0,2020-09-12,-23.550520000000002,-46.633309000000004,26.51,42.33,18.81,34.44,21.77,20.89,65.0,63.65,-4.21,-2.12
New York,237802.0,8398748.0,2018.0,28314.0,2020-09-12,40.712775,-74.005973,19.25,64.58,15.0,23.33,23.36,23.61,70.55,71.97,1.06,1.97
Sao Paulo,274740.0,12252023.0,2017.0,22424.0,2020-09-13,-23.550520000000002,-46.633309000000004,25.41,46.12,16.0,33.89,22.57,20.79,61.83,64.55,-8.56,4.21
New York,238067.0,8398748.0,2018.0,28346.0,2020-09-13,40.712775,-74.005973,20.13,73.62,15.56,25.0,22.81,23.45,73.09,66.4,2.73,-10.08
Sao Paulo,276241.0,12252023.0,2017.0,22547.0,2020-09-14,-23.550520000000002,-46.633309000000004,24.54,38.29,16.0,34.44,23.04,20.71,60.12,65.11,-11.25,7.66
New York,238373.0,8398748.0,2018.0,28382.0,2020-09-14,40.712775,-74.005973,22.39,64.58,19.44,25.0,22.42,23.34,74.94,66.74,3.94,-12.29
Sao Paulo,277683.0,12252023.0,2017.0,22664.0,2020-09-15,-23.550520000000002,-46.633309000000004,17.33,78.08,13.89,22.12,23.53,20.99,55.97,64.08,-12.1,12.66
New York,238625.0,8398748.0,2018.0,28412.0,2020-09-15,40.712775,-74.005973,15.96,51.62,10.56,22.0,22.33,23.58,74.62,68.34,5.3,-9.19
Sao Paulo,279193.0,12252023.0,2017.0,22788.0,2020-09-16,-23.550520000000002,-46.633309000000004,20.96,65.88,14.7,31.67,23.12,21.11,56.69,63.96,-9.52,11.37
New York,238958.0,8398748.0,2018.0,28452.0,2020-09-16,40.712775,-74.005973,17.62,64.92,12.0,23.33,21.25,23.76,71.71,67.91,10.56,-5.6
Sao Paulo,279193.0,12252023.0,2017.0,22788.0,2020-09-17,-23.550520000000002,-46.633309000000004,21.87,67.58,17.0,32.0,23.15,21.28,55.53,64.5,-8.79,13.91
New York,239306.0,8398748.0,2018.0,28493.0,2020-09-17,40.712775,-74.005973,20.32,74.33,15.0,25.0,20.45,23.77,69.2,67.66,13.97,-2.28
Sao Paulo,282217.0,12252023.0,2017.0,23034.0,2020-09-18,-23.550520000000002,-46.633309000000004,21.24,65.58,16.1,28.24,22.85,21.57,56.85,64.35,-5.93,11.66
New York,239798.0,8398748.0,2018.0,28552.0,2020-09-18,40.712775,-74.005973,19.52,68.08,15.56,22.78,19.85,23.58,67.34,70.29,15.82,4.2
Sao Paulo,282498.0,12252023.0,2017.0,23057.0,2020-09-19,-23.550520000000002,-46.633309000000004,23.91,55.5,17.0,32.0,22.55,21.77,57.69,65.0,-3.58,11.25
New York,240196.0,8398748.0,2018.0,28599.0,2020-09-19,40.712775,-74.005973,14.24,37.38,8.33,19.44,19.31,23.36,65.96,70.55,17.34,6.51
Sao Paulo,282726.0,12252023.0,2017.0,23076.0,2020-09-20,-23.550520000000002,-46.633309000000004,18.39,75.88,14.78,24.0,22.18,22.57,59.58,61.83,1.73,3.64
New York,240456.0,8398748.0,2018.0,28630.0,2020-09-20,40.712775,-74.005973,13.66,37.88,8.0,18.33,18.6,22.81,62.08,73.09,18.46,15.06
Sao Paulo,284252.0,12252023.0,2017.0,23200.0,2020-09-21,-23.550520000000002,-46.633309000000004,15.65,83.62,13.33,20.0,21.18,23.04,63.83,60.12,8.07,-6.17
New York,240807.0,8398748.0,2018.0,28672.0,2020-09-21,40.712775,-74.005973,13.89,44.62,7.0,19.44,17.67,22.42,56.97,74.94,21.19,23.98
Sao Paulo,285475.0,12252023.0,2017.0,23300.0,2020-09-22,-23.550520000000002,-46.633309000000004,14.5,84.12,12.78,18.33,19.91,23.53,70.3,55.97,15.38,-25.6
New York,241087.0,8398748.0,2018.0,28705.0,2020-09-22,40.712775,-74.005973,15.59,45.83,8.0,23.33,16.46,22.33,54.12,74.62,26.29,27.47
Sao Paulo,286862.0,12252023.0,2017.0,23413.0,2020-09-23,-23.550520000000002,-46.633309000000004,16.85,78.12,13.33,23.33,19.5,23.12,71.17,56.69,15.66,-25.54
New York,241511.0,8398748.0,2018.0,28756.0,2020-09-23,40.712775,-74.005973,19.84,48.08,13.0,28.0,16.41,21.25,53.29,71.71,22.78,25.69
Sao Paulo,288081.0,12252023.0,2017.0,23513.0,2020-09-24,-23.550520000000002,-46.633309000000004,19.09,72.25,15.0,27.0,18.92,23.15,72.91,55.53,18.27,-31.3
New York,241882.0,8398748.0,2018.0,28800.0,2020-09-24,40.712775,-74.005973,20.7,60.17,14.0,25.56,16.72,20.45,50.89,69.2,18.24,26.46
Sao Paulo,289185.0,12252023.0,2017.0,23603.0,2020-09-25,-23.550520000000002,-46.633309000000004,20.22,66.0,12.0,30.0,18.52,22.85,73.58,56.85,18.95,-29.43
New York,242311.0,8398748.0,2018.0,28851.0,2020-09-25,40.712775,-74.005973,20.44,72.79,14.0,27.78,16.78,19.85,48.86,67.34,15.47,27.44
Sao Paulo,289308.0,12252023.0,2017.0,23613.0,2020-09-26,-23.550520000000002,-46.633309000000004,22.91,54.5,14.0,33.0,18.37,22.55,73.64,57.69,18.54,-27.65
New York,242693.0,8398748.0,2018.0,28896.0,2020-09-26,40.712775,-74.005973,20.32,77.54,16.11,24.44,16.91,19.31,49.54,65.96,12.43,24.89
Sao Paulo,289466.0,12252023.0,2017.0,23626.0,2020-09-27,-23.550520000000002,-46.633309000000004,26.32,42.38,16.0,35.0,18.23,22.18,73.5,59.58,17.81,-23.36
New York,243072.0,8398748.0,2018.0,28941.0,2020-09-27,40.712775,-74.005973,21.77,82.0,18.33,27.22,17.78,18.6,55.27,62.08,4.41,10.97
Sao Paulo,290839.0,12252023.0,2017.0,23738.0,2020-09-28,-23.550520000000002,-46.633309000000004,23.99,55.88,19.0,32.0,19.36,21.18,68.71,63.83,8.59,-7.65
New York,243595.0,8398748.0,2018.0,29004.0,2020-09-28,40.712775,-74.005973,22.36,85.42,20.0,27.22,18.94,17.67,61.58,56.97,-7.19,-8.09
Sao Paulo,292067.0,12252023.0,2017.0,23838.0,2020-09-29,-23.550520000000002,-46.633309000000004,21.03,76.67,17.51,26.73,20.55,19.91,64.75,70.3,-3.21,7.89
New York,244041.0,8398748.0,2018.0,29057.0,2020-09-29,40.712775,-74.005973,21.28,85.08,18.33,23.33,20.15,16.46,67.4,54.12,-22.42,-24.54
Sao Paulo,293210.0,12252023.0,2017.0,23932.0,2020-09-30,-23.550520000000002,-46.633309000000004,24.8,63.0,18.02,37.22,21.49,19.5,63.69,71.17,-10.21,10.51
New York,244574.0,8398748.0,2018.0,29120.0,2020-09-30,40.712775,-74.005973,19.8,77.69,15.0,22.24,20.96,16.41,73.01,53.29,-27.73,-37.01
Sao Paulo,294135.0,12252023.0,2017.0,24007.0,2020-10-01,-23.550520000000002,-46.633309000000004,26.5,57.83,19.0,37.22,22.62,18.92,61.53,72.91,-19.56,15.61
New York,245173.0,8398748.0,2018.0,29192.0,2020-10-01,40.712775,-74.005973,18.52,62.58,14.0,23.33,20.95,16.72,77.24,50.89,-25.3,-51.78
Sao Paulo,295234.0,12252023.0,2017.0,24097.0,2020-10-02,-23.550520000000002,-46.633309000000004,30.24,35.71,21.55,37.22,23.68,18.52,59.47,73.58,-27.86,19.18
New York,245885.0,8398748.0,2018.0,29276.0,2020-10-02,40.712775,-74.005973,16.42,63.0,12.22,20.0,20.64,16.78,77.59,48.86,-23.0,-58.8
Sao Paulo,295301.0,12252023.0,2017.0,24102.0,2020-10-03,-23.550520000000002,-46.633309000000004,23.55,71.84,18.75,31.69,25.11,18.37,55.14,73.64,-36.69,25.12
New York,246417.0,8398748.0,2018.0,29340.0,2020-10-03,40.712775,-74.005973,15.43,54.25,10.0,20.56,20.07,16.91,76.19,49.54,-18.69,-53.79
Sao Paulo,295425.0,12252023.0,2017.0,24112.0,2020-10-04,-23.550520000000002,-46.633309000000004,19.98,88.88,17.73,24.0,25.2,18.23,57.62,73.5,-38.23,21.61
New York,246883.0,8398748.0,2018.0,29395.0,2020-10-04,40.712775,-74.005973,15.29,59.54,8.0,20.0,19.37,17.78,72.86,55.27,-8.94,-31.83
Sao Paulo,296593.0,12252023.0,2017.0,24208.0,2020-10-05,-23.550520000000002,-46.633309000000004,23.17,74.0,17.58,36.0,24.3,19.36,64.26,68.71,-25.52,6.48
New York,247452.0,8398748.0,2018.0,29463.0,2020-10-05,40.712775,-74.005973,16.24,63.92,10.56,21.11,18.44,18.94,69.65,61.58,2.64,-13.1
Sao Paulo,297583.0,12252023.0,2017.0,24288.0,2020-10-06,-23.550520000000002,-46.633309000000004,25.23,66.75,19.0,36.11,24.18,20.55,66.85,64.75,-17.66,-3.24
New York,248000.0,8398748.0,2018.0,29528.0,2020-10-06,40.712775,-74.005973,17.06,68.71,12.0,22.0,17.57,20.15,66.58,67.4,12.8,1.22
Sao Paulo,298405.0,12252023.0,2017.0,24356.0,2020-10-07,-23.550520000000002,-46.633309000000004,24.88,66.08,17.78,37.22,24.78,21.49,65.43,63.69,-15.31,-2.73
New York,248696.0,8398748.0,2018.0,29611.0,2020-10-07,40.712775,-74.005973,18.63,65.33,13.89,25.0,16.97,20.96,64.24,73.01,19.04,12.01
Sao Paulo,299207.0,12252023.0,2017.0,24421.0,2020-10-08,-23.550520000000002,-46.633309000000004,22.81,74.0,16.8,28.89,24.79,22.62,65.87,61.53,-9.59,-7.05
New York,249320.0,8398748.0,2018.0,29685.0,2020-10-08,40.712775,-74.005973,15.99,48.83,11.0,21.11,16.8,20.95,62.48,77.24,19.81,19.11
Sao Paulo,300487.0,12252023.0,2017.0,24526.0,2020-10-09,-23.550520000000002,-46.633309000000004,19.51,87.48,16.71,23.33,24.27,23.68,68.18,59.47,-2.49,-14.65
New York,249825.0,8398748.0,2018.0,29746.0,2020-10-09,40.712775,-74.005973,15.16,51.29,9.0,22.22,16.44,20.64,60.51,77.59,20.35,22.01
Sao Paulo,300905.0,12252023.0,2017.0,24560.0,2020-10-10,-23.550520000000002,-46.633309000000004,18.38,73.5,13.97,26.11,22.73,25.11,75.58,55.14,9.48,-37.07
New York,250364.0,8398748.0,2018.0,29810.0,2020-10-10,40.712775,-74.005973,17.86,66.46,12.78,22.78,16.26,20.07,58.84,76.19,18.98,22.77
Sao Paulo,301021.0,12252023.0,2017.0,24569.0,2020-10-11,-23.550520000000002,-46.633309000000004,16.97,67.46,10.0,26.11,21.99,25.2,75.81,57.62,12.74,-31.57
New York,250757.0,8398748.0,2018.0,29856.0,2020-10-11,40.712775,-74.005973,18.48,73.12,16.0,21.67,16.6,19.37,60.58,72.86,14.3,16.85
Sao Paulo,301209.0,12252023.0,2017.0,24584.0,2020-10-12,-23.550520000000002,-46.633309000000004,18.8,68.75,11.6,28.0,21.56,24.3,72.75,64.26,11.28,-13.21
New York,251302.0,8398748.0,2018.0,29921.0,2020-10-12,40.712775,-74.005973,12.36,84.74,8.89,17.78,17.06,18.44,62.52,69.65,7.48,10.24
Sao Paulo,302223.0,12252023.0,2017.0,24667.0,2020-10-13,-23.550520000000002,-46.633309000000004,22.16,58.67,14.0,32.0,20.94,24.18,72.0,66.85,13.4,-7.7
New York,251766.0,8398748.0,2018.0,29977.0,2020-10-13,40.712775,-74.005973,13.42,90.94,11.0,17.24,16.51,17.57,65.5,66.58,6.03,1.62
Sao Paulo,303298.0,12252023.0,2017.0,24755.0,2020-10-14,-23.550520000000002,-46.633309000000004,23.01,60.12,16.0,33.0,20.5,24.78,70.85,65.43,17.27,-8.28
New York,252274.0,8398748.0,2018.0,30037.0,2020-10-14,40.712775,-74.005973,15.27,63.67,8.89,22.0,15.99,16.97,68.67,64.24,5.77,-6.9
Sao Paulo,304364.0,12252023.0,2017.0,24842.0,2020-10-15,-23.550520000000002,-46.633309000000004,18.46,82.84,15.56,21.11,20.23,24.79,70.0,65.87,18.39,-6.27
New York,252934.0,8398748.0,2018.0,30116.0,2020-10-15,40.712775,-74.005973,17.58,64.29,11.0,25.0,15.51,16.8,68.44,62.48,7.68,-9.54
Sao Paulo,305379.0,12252023.0,2017.0,24925.0,2020-10-16,-23.550520000000002,-46.633309000000004,15.81,86.25,14.25,18.84,19.61,24.27,71.26,68.18,19.2,-4.52
New York,253740.0,8398748.0,2018.0,30212.0,2020-10-16,40.712775,-74.005973,14.8,87.86,10.0,19.0,15.73,16.44,70.64,60.51,4.32,-16.74
Sao Paulo,305379.0,12252023.0,2017.0,24925.0,2020-10-17,-23.550520000000002,-46.633309000000004,16.12,80.46,13.73,20.78,19.08,22.73,71.08,75.58,16.06,5.95
New York,254352.0,8398748.0,2018.0,30285.0,2020-10-17,40.712775,-74.005973,11.27,65.38,6.11,17.0,15.68,16.26,75.87,58.84,3.57,-28.94
Sao Paulo,305540.0,12252023.0,2017.0,24938.0,2020-10-18,-23.550520000000002,-46.633309000000004,18.68,73.04,14.69,26.67,18.76,21.99,72.08,75.81,14.69,4.92
New York,254771.0,8398748.0,2018.0,30334.0,2020-10-18,40.712775,-74.005973,12.62,59.83,3.0,18.0,14.74,16.6,75.71,60.58,11.2,-24.98
Sao Paulo,306428.0,12252023.0,2017.0,25010.0,2020-10-19,-23.550520000000002,-46.633309000000004,20.48,75.89,17.0,28.0,19.01,21.56,72.88,72.75,11.83,-0.18
New York,255207.0,8398748.0,2018.0,30386.0,2020-10-19,40.712775,-74.005973,14.87,71.58,10.0,19.44,13.9,17.06,73.82,62.52,18.52,-18.07
Sao Paulo,307230.0,12252023.0,2017.0,25076.0,2020-10-20,-23.550520000000002,-46.633309000000004,21.22,76.58,17.0,28.0,19.25,20.94,73.9,72.0,8.07,-2.64
New York,256046.0,8398748.0,2018.0,30486.0,2020-10-20,40.712775,-74.005973,17.01,84.52,12.78,23.0,14.26,16.51,71.94,65.5,13.63,-9.83
Sao Paulo,308077.0,12252023.0,2017.0,25145.0,2020-10-21,-23.550520000000002,-46.633309000000004,20.42,76.96,17.0,26.11,19.11,20.5,76.45,70.85,6.78,-7.9
New York,256576.0,8398748.0,2018.0,30549.0,2020-10-21,40.712775,-74.005973,17.7,91.64,15.46,22.22,14.77,15.99,71.02,68.67,7.63,-3.42
